English-BattleFieldVN01-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN11-463  The divisional bases were soon surrounded by shanty towns...  ; xxx 
English-BattleFieldVN11-464  ...as soldiers' families set up home close by.  ; xxx 
English-BattleFieldVN11-465  Bribery could secure a permanent posting...  ; xxx 
English-BattleFieldVN11-466  ...and soldiers ordered to move sometimes refused.  ; xxx 
English-BattleFieldVN11-467  In 1971 alone over a 140,000 government soldiers deserted.  ; xxx 
English-BattleFieldVN11-468  WEAPONS – United States / South Vietnam  ; xxx 
English-BattleFieldVN11-469  In the battles ahead Southern forces would be faced...  ; xxx 
English-BattleFieldVN11-470  ...with large North Vietnamese armored formations for the first time in the war.  ; xxx 
English-BattleFieldVN11-471  For the infantry the main defense was the LAW or the Light Anti-tank Weapon.  ; xxx 
English-BattleFieldVN11-472  It was a one shot disposable launcher...  ; xxx 
English-BattleFieldVN11-473  ...which fired a shaped charged rocket.  ; xxx 
English-BattleFieldVN11-474  It was already highly valued by the troops...  ; xxx 
English-BattleFieldVN11-475  ...for destroying bunkers and fortified positions.  ; xxx 
English-BattleFieldVN11-476  It was the Americans who still had the most mobile and powerful anti tank defense.  ; xxx 
English-BattleFieldVN11-477  The TOW was a wire guided anti tank missile...  ; xxx 
English-BattleFieldVN11-478  ...often mounted on a helicopter gunship.  ; xxx 
English-BattleFieldVN11-479  It had a range of more than 3,000 meters and it was highly accurate.  ; xxx 
English-BattleFieldVN11-480  As long as the gunner kept its sight on the target  ; xxx 
English-BattleFieldVN11-481  the weapon's computer system would insure a hit.  ; xxx 
English-BattleFieldVN11-482  The most effective helicopter gunship in American service was the Huey Cobra.  ; xxx 
English-BattleFieldVN11-483  It was a revolutionary design.  ; xxx 
English-BattleFieldVN11-484  The gunner sat in front with the pilot above and behind.  ; xxx 
English-BattleFieldVN11-485  The Cobra was fast, able to fly at over 200 miles per hour and highly maneuverable.  ; xxx 
English-BattleFieldVN11-486  It could carry a devastating array of weapons  ; xxx 
English-BattleFieldVN11-487  many guns, automatic grenade launchers  ; xxx 
English-BattleFieldVN11-488  a multi barrel 20mm cannon, and 76 rockets.  ; xxx 
English-BattleFieldVN11-489  American gunships and the South Vietnamese Air Forces attack planes...  ; xxx 
English-BattleFieldVN11-490  ...would provide most of the support for ground troops.  ; xxx 
English-BattleFieldVN11-491  However, vastly more destructive American air power...  ; xxx 
English-BattleFieldVN11-492  ...was always present in the background.  ; xxx 
English-BattleFieldVN11-493  B-52 bombers, some able to carry over 31 tons of bombs  ; xxx 
English-BattleFieldVN11-494  were still attacking targets in Laos and Cambodia.  ; xxx 
English-BattleFieldVN11-495  The Americans also had the most advanced supersonic strike aircraft in the world.  ; xxx 
English-BattleFieldVN11-496  he F-111 had a unique swing wing design.  ; xxx 
English-BattleFieldVN11-497  With the wings extended it could make low speed landings.  ; xxx 
English-BattleFieldVN11-498  In swept back configuration it could fly at 1,600 miles an hour.  ; xxx 
English-BattleFieldVN11-499  The F-111 had advanced computer navigation...  ; xxx 
English-BattleFieldVN11-500  ...and could bomb targets at night and in the worst weather.  ; xxx 
English-BattleFieldVN11-501  THE TROOPS – United States / South Vietnam  ; xxx 
English-BattleFieldVN11-502  Most major South Vietnamese Army units still had American military advisors.  ; xxx 
English-BattleFieldVN11-503  They were usually career soldiers  ; xxx 
English-BattleFieldVN11-504  ...many on their second or even third tour of duty in Vietnam.  ; xxx 
English-BattleFieldVN11-505  The main role of advisors to infantry units was to coordinate...  ; xxx 
English-BattleFieldVN11-506  ...the vast array of American fire power still on call.  ; xxx 
English-BattleFieldVN11-507  They also offered encouragement and tactical advice.  ; xxx 
English-BattleFieldVN11-508  In some units, the advisor's presence had an unforeseen drawback.  ; xxx 
English-BattleFieldVN11-509  Many South Vietnamese field commanders came to rely heavily...  ; xxx 
English-BattleFieldVN11-510  ...on the American's military skills.  ; xxx 
English-BattleFieldVN11-511  As the months went on and advisors were gradually withdrawn  ; xxx 
English-BattleFieldVN11-512  large numbers of South Vietnamese officers would find themselves...  ; xxx 
English-BattleFieldVN11-513  ...unable to command on their own.  ; xxx 
English-BattleFieldVN11-514  For years, one of the biggest American complaints about their allies...  ; xxx 
English-BattleFieldVN11-515  ...was the way promotions were awarded in the South Vietnamese Army.  ; xxx 
English-BattleFieldVN11-516  Political patronage was rife.  ; xxx 
English-BattleFieldVN11-517  The social connections of senior officers were far more important...  ; xxx 
English-BattleFieldVN11-518  ...than their professional competence.  ; xxx 
English-BattleFieldVN11-519  There was one unexpected plus...  ; xxx 
English-BattleFieldVN11-520  ...in the way the South Vietnamese Army promotions worked.  ; xxx 
English-BattleFieldVN11-521  Officers lacking political influence could stay in combat units for years  ; xxx 
English-BattleFieldVN11-522  as a result, by 1972 many of the South Vietnamese Army's front line formations...  ; xxx 
English-BattleFieldVN11-523  ...were led by highly experienced and battle hardened men.  ; xxx 
English-BattleFieldVN11-524  Amongst the many problems besetting the South Vietnamese armed forces  ; xxx 
English-BattleFieldVN11-525  poor training was one of the worst.  ; xxx 
English-BattleFieldVN11-526  Army culture held training in contempt.  ; xxx 
English-BattleFieldVN11-527  When the military schools requested combat experienced instructors...  ; xxx 
English-BattleFieldVN11-528  ...most front line units unloaded their worst men.  ; xxx 
English-BattleFieldVN11-529  As a result, some training units failed to produce soldiers...  ; xxx 
English-BattleFieldVN11-530  ...with even the most basic military skills.  ; xxx 
English-BattleFieldVN11-531  EVE OF BATTLE  ; xxx 
English-BattleFieldVN11-532  President Nixon meant to follow his triumphant visit to China...  ; xxx 
English-BattleFieldVN11-533  ...by next going to Moscow.  ; xxx 
English-BattleFieldVN11-534  Hopes were high that relations between the world's great powers...  ; xxx 
English-BattleFieldVN11-535  ...were entering a new era.  ; xxx 
English-BattleFieldVN11-536  In fact, events in Vietnam were about to threaten the whole plan.  ; xxx 
English-BattleFieldVN11-537  Since the American bombing of North Vietnam had ended in late 1968  ; xxx 
English-BattleFieldVN11-538  U.S. reconnaissance activity had been intense.  ; xxx 
English-BattleFieldVN11-539  As well as conventional reconnaissance planes  ; xxx 
English-BattleFieldVN11-540  the Americans deployed the Top Secret Blackbird.  ; xxx 
English-BattleFieldVN11-541  The SR-71 could fly at 2,000 miles an hour and operated 70,000 feet  ; xxx 
English-BattleFieldVN11-542  ...well above anti aircraft defenses.  ; xxx 
English-BattleFieldVN11-543  By the opening weeks of 1972 reconnaissance pictures of Southern North Vietnam...  ; xxx 
English-BattleFieldVN11-544  ...as well as the border areas of Laos and Cambodia...  ; xxx 
English-BattleFieldVN11-545  ...had shown a dramatic communist buildup.  ; xxx 
English-BattleFieldVN11-546  They photographed 7 to 8,000 trucks waiting in supply depots ready to go.  ; xxx 
English-BattleFieldVN11-547  The American response was to launch heavy air strikes...  ; xxx 
English-BattleFieldVN11-548  ...against the troop concentrations.  ; xxx 
English-BattleFieldVN11-549  U.S. intelligence believed the North Vietnamese blow...  ; xxx 
English-BattleFieldVN11-550  ...would fall before the end of January 1972.  ; xxx 
English-BattleFieldVN11-551  when the month passed without incidents, Saigon relaxed its vigilance.  ; xxx 
English-BattleFieldVN11-552  Senior South Vietnamese officers hoped that the preemptive air strikes...  ; xxx 
English-BattleFieldVN11-553  ...and the increasing strength of the Army had forced the North to think twice.  ; xxx 
English-BattleFieldVN11-554  So confident were the Americans that the U.S. defense secretary  ; xxx 
English-BattleFieldVN11-555  Melvin Laird, told congress that a major communist offensive...  ; xxx 
English-BattleFieldVN11-556  ...was not a serious possibility.  ; xxx 
English-BattleFieldVN11-557  Only five weeks later he would be proved shockingly wrong.  ; xxx 
English-BattleFieldVN11-558  By late March 1972  ; xxx 
English-BattleFieldVN11-559  in hundreds of North Vietnamese Army command posts and dugouts  ; xxx 
English-BattleFieldVN11-560  ...the countdown had already begun.  ; xxx 
English-BattleFieldVN12-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN12-2  The Fall of Saigon  ; xxx 
English-BattleFieldVN12-3  On March 30th 1972 mass North Vietnamese Army artillery...  ; xxx 
English-BattleFieldVN12-4  ...opened up in a shattering barrage.  ; xxx 
English-BattleFieldVN12-5  The targets for the guns and rockets were South Vietnamese positions...  ; xxx 
English-BattleFieldVN12-6  ...across the Demilitarized Zone separating North and South.  ; xxx 
English-BattleFieldVN12-7  As the guns blasted South Vietnamese defenses  ; xxx 
English-BattleFieldVN12-8  upwards of 20,000 of Giap's troops and 200 of the 600 tanks...  ; xxx 
English-BattleFieldVN12-9  ...waited in their jumping off positions.  ; xxx 
English-BattleFieldVN12-10  At noon they searched forward as the South Vietnamese units fled in panic.  ; xxx 
English-BattleFieldVN12-11  Facing the Northern onslaught was a weak South Vietnamese infantry division...  ; xxx 
English-BattleFieldVN12-12  ...and a Marine brigade. Their 1,200 troops were scattered...  ; xxx 
English-BattleFieldVN12-13  ...across 13 combat bases and outposts.  ; xxx 
English-BattleFieldVN12-14  The enemy assault caught the Infantry division just as it was moving...  ; xxx 
English-BattleFieldVN12-15  ...its regiments from one position to another.  ; xxx 
English-BattleFieldVN12-16  The Southern defense was thrown into complete chaos.  ; xxx 
English-BattleFieldVN12-17  Intelligence reports had predicted a Northern attack...  ; xxx 
English-BattleFieldVN12-18  ...but no one had expected it to come on the Demilitarized Zone.  ; xxx 
English-BattleFieldVN12-19  After two days of confused fighting, on April 2nd  ; xxx 
English-BattleFieldVN12-20  the South Vietnamese began to retreat to a new defensive line.  ; xxx 
English-BattleFieldVN12-21  The Northern offensive across the Demilitarized Zone...  ; xxx 
English-BattleFieldVN12-22  had forced the South Vietnamese to fall back to route 9 and the Cua Viet River.  ; xxx 
English-BattleFieldVN12-23  To the West the line was held by Camp Carroll  ; xxx 
English-BattleFieldVN12-24  the Rockpile and the Mai Loc combat base.  ; xxx 
English-BattleFieldVN12-25  In two days these bases fell and the NVA pushed...  ; xxx 
English-BattleFieldVN12-26  ...to within 10 miles of Quang Tri City.  ; xxx 
English-BattleFieldVN12-27  Further South, the city of Hue was threatened from two directions.  ; xxx 
English-BattleFieldVN12-28  Facing the NVA were the South Vietnamese 1st Division, and a division of Marines.  ; xxx 
English-BattleFieldVN12-29  The attack opened on April 1st 1972.  ; xxx 
English-BattleFieldVN12-30  To the West the 324B division pushed Southern forces back in heavy fighting.  ; xxx 
English-BattleFieldVN12-31  For a time the defenders held a line from the My Chanh River...  ; xxx 
English-BattleFieldVN12-32  ...to Fire base Bastogne and old American outpost.  ; xxx 
English-BattleFieldVN12-33  But soon, even that line was being pushed back.  ; xxx 
English-BattleFieldVN12-34  The North Vietnamese attack on Quang Tri City...  ; xxx 
English-BattleFieldVN12-35  ...and the push towards Hue were furious assaults  ; xxx 
English-BattleFieldVN12-36  ...but on April 9th after a few days of fighting  ; xxx 
English-BattleFieldVN12-37  ...the NVA were forced to halt their attacks and resupply.  ; xxx 
English-BattleFieldVN12-38  Outside Quang Tri, the North's failure to keep up the pressure...  ; xxx 
English-BattleFieldVN12-39  ...saved the South Vietnamese defense from complete collapse.  ; xxx 
English-BattleFieldVN12-40  For the first few days of the Northern offensive, poor weather had prevented...  ; xxx 
English-BattleFieldVN12-41  ...full scale intervention by American aircraft.  ; xxx 
English-BattleFieldVN12-42  However, as the skies cleared, U.S. fighter bombers...  ; xxx 
English-BattleFieldVN12-43  ...and helicopter gunships began pounding NVA positions.  ; xxx 
English-BattleFieldVN12-44  They were joined by massive air reinforcements rushed to the region...  ; xxx 
English-BattleFieldVN12-45  ...including B-52's and four more Aircraft carriers.  ; xxx 
English-BattleFieldVN12-46  Three days after the first North Vietnamese attack  ; xxx 
English-BattleFieldVN12-47  in the far South of Vietnam there was another major thrust.  ; xxx 
English-BattleFieldVN12-48  This time, the assault was barely 50 miles from the Southern capital, Saigon.  ; xxx 
English-BattleFieldVN12-49  The South Vietnamese forces defending Saigon were the 18th Division  ; xxx 
English-BattleFieldVN12-50  the 5th Division...  ; xxx 
English-BattleFieldVN12-51  ...and the 25th, along with three Ranger groups.  ; xxx 
English-BattleFieldVN12-52  On the North Vietnamese side, three divisions  ; xxx 
English-BattleFieldVN12-53  at one time Southern Vietcong but now almost completely Northern...  ; xxx 
English-BattleFieldVN12-54  ...were backed by tanks and two independent infantry regiments.  ; xxx 
English-BattleFieldVN12-55  The North Vietnamese first launched a diversionary attack...  ; xxx 
English-BattleFieldVN12-56  ...towards Tay Ninh city overrunning South Vietnamese garrisons.  ; xxx 
English-BattleFieldVN12-57  In the main blow the 5th Division assaulted Loc Ninh.  ; xxx 
English-BattleFieldVN12-58  In spite of intense American air support, the town fell.  ; xxx 
English-BattleFieldVN12-59  Meanwhile, the 7th cut route 13 and the 9th prepared to attack An Loc.  ; xxx 
English-BattleFieldVN12-60  At An Loc more than 12,000 North Vietnamese were besieging...  ; xxx 
English-BattleFieldVN12-61  ...less than 1,500 South Vietnamese Army troops.  ; xxx 
English-BattleFieldVN12-62  The town was surrounded and ripe for an immediate assault.  ; xxx 
English-BattleFieldVN12-63  NVA artillery was pounding the defenders.  ; xxx 
English-BattleFieldVN12-64  The assault of An Loc had been entrusted to the 9th division  ; xxx 
English-BattleFieldVN12-65  but almost a week passed and the division still hadn't launched its attack.  ; xxx 
English-BattleFieldVN12-66  Supplies of ammunition, fuel and spare parts were arriving far too slowly...  ; xxx 
English-BattleFieldVN12-67  ...and their tanks became bogged down.  ; xxx 
English-BattleFieldVN12-68  During the hold up, American helicopters were ferrying men and supplies...  ; xxx 
English-BattleFieldVN12-69  ...into the threatened city.  ; xxx 
English-BattleFieldVN12-70  B-52 strikes hit the NVA assembly areas with devastating effect.  ; xxx 
English-BattleFieldVN12-71  The NVA finally mounted its assault on An Loc on April 13th 1972.  ; xxx 
English-BattleFieldVN12-72  At once American helicopter gunships pounced on the attackers.  ; xxx 
English-BattleFieldVN12-73  In three days of mass infantry assaults spearheaded by tanks  ; xxx 
English-BattleFieldVN12-74  North Vietnamese troops managed to seize the Northern part of the city  ; xxx 
English-BattleFieldVN12-75  ...but they failed to break the defense.  ; xxx 
English-BattleFieldVN12-76  The 4,000 strong South Vietnamese force reinforced by elite airborne units...  ; xxx 
English-BattleFieldVN12-77  ...held their positions and launched furious counterattacks...  ; xxx 
English-BattleFieldVN12-78  ...accompanied by renewed B-52 strikes.  ; xxx 
English-BattleFieldVN12-79  The carnage would continue until on May 15th, the Vietcong forces withdrew.  ; xxx 
English-BattleFieldVN12-80  In the Central Highlands the targets for two NVA divisions...  ; xxx 
English-BattleFieldVN12-81  ...were the provincial capitals of Kontum and Pleiku.  ; xxx 
English-BattleFieldVN12-82  The defenders, the South Vietnamese 22nd division  ; xxx 
English-BattleFieldVN12-83  fell back in disarray but were instantly reinforced...  ; xxx 
English-BattleFieldVN12-84  ...and they succeeded in holding the town.  ; xxx 
English-BattleFieldVN12-85  Meanwhile, the NVA seized control of most of Binh Dinh province  ; xxx 
English-BattleFieldVN12-86  ...threatening to cut the country in two.  ; xxx 
English-BattleFieldVN12-87  On April 6th, Nixon ordered the resumption of full scale air strikes over the North...  ; xxx 
English-BattleFieldVN12-88  ...and Naval gun fire to support the beleaguered South Vietnamese.  ; xxx 
English-BattleFieldVN12-89  On April 27th, two weeks after the first North Vietnamese attack...  ; xxx 
English-BattleFieldVN12-90  ...on Quang Tri city the NVA renewed their assault.  ; xxx 
English-BattleFieldVN12-91  Reinforced by the 325th Division, they pushed to within a few miles of the city.  ; xxx 
English-BattleFieldVN12-92  The defenders the South Vietnamese 3rd Division  ; xxx 
English-BattleFieldVN12-93  which had withstood heavy bombardment for over a month  ; xxx 
English-BattleFieldVN12-94  panicked and fled down highway 1 along with thousands of civilians.  ; xxx 
English-BattleFieldVN12-95  Meanwhile, the North Vietnamese Army took possession...  ; xxx 
English-BattleFieldVN12-96  of Dong Ha on April 29th and Quang Tri on May 1st.  ; xxx 
English-BattleFieldVN12-97  Abandoned by their officers, the flight of the South Vietnamese Army's 3rd Division...  ; xxx 
English-BattleFieldVN12-98  along with the soldier's families and the inhabitants of Quang Tri, was a rout.  ; xxx 
English-BattleFieldVN12-99  In the confusion, bridges were blown too soon, stranding men and equipment.  ; xxx 
English-BattleFieldVN12-100  The road had been mined, and the North Vietnamese added to the chaos...  ; xxx 
English-BattleFieldVN12-101  ...by shelling the retreating columns with tank and artillery fire.  ; xxx 
English-BattleFieldVN12-102  As many as 20,000 may have been killed or wounded  ; xxx 
English-BattleFieldVN12-103  ...many of them civilian refugees.  ; xxx 
English-BattleFieldVN12-104  The fear now was that the NVA would follow up their victory...  ; xxx 
English-BattleFieldVN12-105  ...by storming down route 1 to the city of Hue.  ; xxx 
English-BattleFieldVN12-106  There, the South Vietnamese Army 1st Infantry division...  ; xxx 
English-BattleFieldVN12-107  ...and two brigades of Marines were dug in round the city.  ; xxx 
English-BattleFieldVN12-108  In fact, massive American firepower  ; xxx 
English-BattleFieldVN12-109  including the heavy guns of warships offshore...  ; xxx 
English-BattleFieldVN12-110  ...made certain the Northern Divisions could advance no further.  ; xxx 
English-BattleFieldVN12-111  FREEDOM TRAIN  ; xxx 
English-BattleFieldVN12-112  American air support for the South Vietnamese Army, codenamed operation Freedom Train  ; xxx 
English-BattleFieldVN12-113  ...had unleashed tens of thousands of air strikes...  ; xxx 
English-BattleFieldVN12-114  ...against the attacking Northern troops and their supply lines.  ; xxx 
English-BattleFieldVN12-115  Two days after the invasion  ; xxx 
English-BattleFieldVN12-116  the Americans had also started to bomb North Vietnam  ; xxx 
English-BattleFieldVN12-117  ...the first big raids in 3 1/2 years.  ; xxx 
English-BattleFieldVN12-118  American bombers, including B-52s were attacking military facilities  ; xxx 
English-BattleFieldVN12-119  supply depots, rail yards and fuel storage.  ; xxx 
English-BattleFieldVN12-120  North Vietnamese leaders had expected the raids but they were sure...  ; xxx 
English-BattleFieldVN12-121  that pressure from their allies the Soviet Union and China...  ; xxx 
English-BattleFieldVN12-122  ...would stop the Americans from launching an all out air offensive.  ; xxx 
English-BattleFieldVN12-123  The North had miscalculated badly.  ; xxx 
English-BattleFieldVN12-124  Both superpowers were far more interested in good relations with the Americans...  ; xxx 
English-BattleFieldVN12-125  ...than with the fate of Vietnam.  ; xxx 
English-BattleFieldVN12-126  The American air strikes on both South and North Vietnam...  ; xxx 
English-BattleFieldVN12-127  ...were launched by Air Force planes from Thailand  ; xxx 
English-BattleFieldVN12-128  Navy aircraft from carriers in the gulf of Tonkin  ; xxx 
English-BattleFieldVN12-129  ...and B-52s from Thailand and the Pacific.  ; xxx 
English-BattleFieldVN12-130  By June, 77 aircraft were brought down by NVA gunfire.  ; xxx 
English-BattleFieldVN12-131  The attacks swept Northward and within two weeks...  ; xxx 
English-BattleFieldVN12-132  ...were hitting targets around Hanoi and Haiphong.  ; xxx 
English-BattleFieldVN12-133  In a second phase codenamed Operation Linebacker  ; xxx 
English-BattleFieldVN12-134  ...power stations and airfields were hit.  ; xxx 
English-BattleFieldVN12-135  The strategic port of Haiphong and six other harbors were mined...  ; xxx 
English-BattleFieldVN12-136  ...and closed all sea traffic.  ; xxx 
English-BattleFieldVN12-137  Soon after, the rail and road transport links to China...  ; xxx 
English-BattleFieldVN12-138  ...were the targets for heavy raids.  ; xxx 
English-BattleFieldVN12-139  “United States forces have been directed to take appropriate measures... “  ; xxx 
English-BattleFieldVN12-140  With Operation Linebacker the American president, Richard Nixon  ; xxx 
English-BattleFieldVN12-141  ...meant to force North Vietnam's leaders to call off their offensive against the South...  ; xxx 
English-BattleFieldVN12-142  ...and negotiate a peace.  ; xxx 
English-BattleFieldVN12-143  It was a ferocious campaign.  ; xxx 
English-BattleFieldVN12-144  The intensity of the bombing shocked North Vietnamese leaders.  ; xxx 
English-BattleFieldVN12-145  Worst of all, their allies did no more than protest.  ; xxx 
English-BattleFieldVN12-146  Even when Soviet ships in Haiphong were damaged...  ; xxx 
English-BattleFieldVN12-147  ...there was no dramatic reaction from the Russians.  ; xxx 
English-BattleFieldVN12-148  On May 20th 1972, to the dismay of the North Vietnamese...  ; xxx 
English-BattleFieldVN12-149  Nixon's planned visit to the Soviet Union went ahead as scheduled.  ; xxx 
English-BattleFieldVN12-150  THE DIPLOMATIC FRONT  ; xxx 
English-BattleFieldVN12-151  On July 19th the South Vietnamese Army with U.S. air support...  ; xxx 
English-BattleFieldVN12-152  ...began a drive to recapture Binh Dinh province and its cities.  ; xxx 
English-BattleFieldVN12-153  The battles would last until September 15th...  ; xxx 
English-BattleFieldVN12-154  ...by which time Quang Tri was reduced to rubble.  ; xxx 
English-BattleFieldVN12-155  The NVA, however, still held the Northern part of the province.  ; xxx 
English-BattleFieldVN12-156  In five months of battles the attackers reckoned they had killed...  ; xxx 
English-BattleFieldVN12-157  100,000 NVA and NLF troops and had captured vast quantities of weaponry.  ; xxx 
English-BattleFieldVN12-158  The offensive was over.  ; xxx 
English-BattleFieldVN12-159  In the United States, the renewed American bombing of North Vietnam...  ; xxx 
English-BattleFieldVN12-160  ...had triggered widespread anti war protests.  ; xxx 
English-BattleFieldVN12-161  Yet for President Nixon the gamble had been a huge success.  ; xxx 
English-BattleFieldVN12-162  A presidential election was around the corner and his popularity had risen sharply.  ; xxx 
English-BattleFieldVN12-163  Now Nixon wanted an agreement with North Vietnam...  ; xxx 
English-BattleFieldVN12-164  ...that would free American prisoners of war...  ; xxx 
English-BattleFieldVN12-165  ...and allow the remaining 32,000 U.S. troops in the South to leave.  ; xxx 
English-BattleFieldVN12-166  On and off since 1969, Nixon's national security advisor, Henry Kissinger  ; xxx 
English-BattleFieldVN12-167  had been flying to Paris for secret behind the scenes meetings...  ; xxx 
English-BattleFieldVN12-168  ...with the North Vietnamese while the main talks went on.  ; xxx 
English-BattleFieldVN12-169  Up to now, the talks had been in stalemate  ; xxx 
English-BattleFieldVN12-170  ...but suddenly the Northern envoy Le Duc Tho, offered a deal.  ; xxx 
English-BattleFieldVN12-171  Three weeks of intense negotiations produced an outline agreement.  ; xxx 
English-BattleFieldVN12-172  Meanwhile, the Americans restricted the bombing of North Vietnam.  ; xxx 
English-BattleFieldVN12-173  The negotiations in Paris had been carried on...  ; xxx 
English-BattleFieldVN12-174  ...without consulting South Vietnamese President Nguyen Van Thieu.  ; xxx 
English-BattleFieldVN12-175  Thieu was outraged at the treaty's terms  ; xxx 
English-BattleFieldVN12-176  ...especially an agreement that North Vietnamese forces in South Vietnam...  ; xxx 
English-BattleFieldVN12-177  ...would be allowed to stay in position.  ; xxx 
English-BattleFieldVN12-178  Thieu demanded drastic changes and soon the peace talks were again in deadlock.  ; xxx 
English-BattleFieldVN12-179  On December 13th 1972 the Paris peace talks broke down completely.  ; xxx 
English-BattleFieldVN12-180  Nixon was furious.  ; xxx 
English-BattleFieldVN12-181  He had won a landslide victory in the presidential elections...  ; xxx 
English-BattleFieldVN12-182  ...and with his popularity at its height he was determined...  ; xxx 
English-BattleFieldVN12-183  ...to force a solution.  ; xxx 
English-BattleFieldVN12-184  He ordered his military chiefs to prepare a massive bombing campaign...  ; xxx 
English-BattleFieldVN12-185  ...against North Vietnam.  ; xxx 
English-BattleFieldVN12-186  Publicly, he gave Northern leaders 72 hours...  ; xxx 
English-BattleFieldVN12-187  ...to agree to return to the negotiating table.  ; xxx 
English-BattleFieldVN12-188  LINEBACKER II  ; xxx 
English-BattleFieldVN12-189  On December 18th 1972 President Nixon ordered...  ; xxx 
English-BattleFieldVN12-190  ...the new bombing campaign to begin.  ; xxx 
English-BattleFieldVN12-191  Soon known as Linebacker II it would last for 12 days...  ; xxx 
English-BattleFieldVN12-192  ...and would include a three day all out effort by up to 120 B-52 bombers.  ; xxx 
English-BattleFieldVN12-193  Strategic, surgical strikes were planned on fighter airfields, transport targets...  ; xxx 
English-BattleFieldVN12-194  ...and supply depots in and around Hanoi and Haiphong.  ; xxx 
English-BattleFieldVN12-195  This time the majority of the attacks were carried out with deadly precision.  ; xxx 
English-BattleFieldVN12-196  They were mounted by Navy A-6 Intruders and Air Force F-111s.  ; xxx 
English-BattleFieldVN12-197  The B-52 stroke by night.  ; xxx 
English-BattleFieldVN12-198  North Vietnamese anti aircraft defenses reacted furiously.  ; xxx 
English-BattleFieldVN12-199  As the defenses learned the paths taken by the B-52s...  ; xxx 
English-BattleFieldVN12-200  ...to and from their targets, SAM anti-aircraft missiles took a heavy toll.  ; xxx 
English-BattleFieldVN12-201  15 B-52s were shot down.  ; xxx 
English-BattleFieldVN12-202  After the Americans changed to less predictable flight paths...  ; xxx 
English-BattleFieldVN12-203  ...losses fell dramatically.  ; xxx 
English-BattleFieldVN12-204  By the 11th day, when North Vietnam agreed to talk peace  ; xxx 
English-BattleFieldVN12-205  ...its air defense system had been racked.  ; xxx 
English-BattleFieldVN12-206  The bombers had utterly destroyed the North's industries, power plants...  ; xxx 
English-BattleFieldVN12-207  ...and transport system, and mistakenly hit the city's Bach Mai hospital.  ; xxx 
English-BattleFieldVN12-208  In Linebacker II, U.S. aircraft had dropped more than 20,000 tons of bombs.  ; xxx 
English-BattleFieldVN12-209  26 airplanes had been lost and 93 airmen had been killed  ; xxx 
English-BattleFieldVN12-210  ...captured or were missing.  ; xxx 
English-BattleFieldVN12-211  Hanoi admitted to between 1,300 and 1,600 North Vietnamese dead.  ; xxx 
English-BattleFieldVN12-212  On January 8th 1973 Henry Kissinger and Le Duc Tho...  ; xxx 
English-BattleFieldVN12-213  ...restarted their talks in Paris.  ; xxx 
English-BattleFieldVN12-214  In six days they hammered out an agreement.  ; xxx 
English-BattleFieldVN12-215  This time the Americans had told the South Vietnamese...  ; xxx 
English-BattleFieldVN12-216  ...that they would get no more U.S financial aid if they opposed the deal.  ; xxx 
English-BattleFieldVN12-217  On the 27th of January 1973 all the warring parties signed the cease fire.  ; xxx 
English-BattleFieldVN12-218  Within a month of the peace treaty the first of 600 American prisoners of war...  ; xxx 
English-BattleFieldVN12-219  ...were released by North Vietnam.  ; xxx 
English-BattleFieldVN12-220  By March 1973, the last American combat soldiers had left the South...  ; xxx 
English-BattleFieldVN12-221  ...though military advisors and Marines protecting U.S. installations remained.  ; xxx 
English-BattleFieldVN12-222  For the United States officially, the war was over.  ; xxx 
English-BattleFieldVN12-223  The war in Vietnam had been the longest conflict in American history...  ; xxx 
English-BattleFieldVN12-224  ...costing more than 150 billion dollars.  ; xxx 
English-BattleFieldVN12-225  The U.S. armed forces had been left exhausted...  ; xxx 
English-BattleFieldVN12-226  ...barely able to meet their commitments across the globe.  ; xxx 
English-BattleFieldVN12-227  Of the more than three million Americans who had served  ; xxx 
English-BattleFieldVN12-228  ...almost 58,000 were dead and over 1000 missing in action.  ; xxx 
English-BattleFieldVN12-229  For every soldier killed, six had been wounded, 150,000 seriously.  ; xxx 
English-BattleFieldVN12-230  BUILD-UP  ; xxx 
English-BattleFieldVN12-231  Although the Americans had left Vietnam and a peace treaty had been signed  ; xxx 
English-BattleFieldVN12-232  ...few Vietnamese believed that the war was over for them.  ; xxx 
English-BattleFieldVN12-233  The agreement had left 200,000 Northern troops...  ; xxx 
English-BattleFieldVN12-234  ...occupying strong positions inside the South.  ; xxx 
English-BattleFieldVN12-235  At the last minute, the Americans had given South Vietnam...  ; xxx 
English-BattleFieldVN12-236  ...vast quantities of new weapons and was still giving...  ; xxx 
English-BattleFieldVN12-237  ...large amounts of financial aid.  ; xxx 
English-BattleFieldVN12-238  In the wake of the peace agreements South Vietnam's president Thieu...  ; xxx 
English-BattleFieldVN12-239  ...had been given clear assurances by Nixon.  ; xxx 
English-BattleFieldVN12-240  If the North broke the treaty, the United States would retaliate with force.  ; xxx 
English-BattleFieldVN12-241  But by the summer of 1973 in the wake of the revelations...  ; xxx 
English-BattleFieldVN12-242  ...about the secret bombing of Cambodia and other political considerations  ; xxx 
English-BattleFieldVN12-243  Nixon no longer had the power to fulfill his promise.  ; xxx 
