Tiếng Anh Lớp 3(Tập 2) :: Welcome to Toomva.com::Chào _ ừng đến _ ới Toomva.com ; Chào mừng đến với Toomva.com
Tiếng Anh Lớp 3(Tập 2) :: A. Hello, welcome to my house come in - Thank you::A. Xin chào, Mừng b_ n tớ_  nhà t_ i, mời v_ _  – Cả_  ơn ; A. Xin chào, Mừng bạn tới nhà tôi, mời vào – Cảm ơn
Tiếng Anh Lớp 3(Tập 2) :: B. Wow, you have a lot of books - Yes, i like reading::B. Chà, b_ n c_  nhiều sá_ h _ h_ _  _ ấy - Ừ, tôi thích đọc s_ ch l_ m ; B. Chà, bạn có nhiều sách nhật đấy - Ừ, tôi thích đọc sách lắm
Tiếng Anh Lớp 3(Tập 2) :: C. I like reading too - i don't like reading, I like listening to music::C. Tôi c_ ng _ hích _ _ c sá_ _  – T_ _  không th_ ch đọc s_ _ _  ; C. Tôi cũng thích đọc sách – Tôi không thích đọc sách
Tiếng Anh Lớp 3(Tập 2) :: D. What do you like doing, Phong? - I like watching TV::D. Vậ_  _ ạn thích là_  gì hả Phong? – Tôi thí_ h x_ m Tv ; D. Vậy bạn thích làm gì hả Phong? – Tôi thích xem Tv
Tiếng Anh Lớp 3(Tập 2) :: Page 46: Activity 2: Point and say::_ rang 46: Hoạt độn_  2: Chỉ và nói ; Trang 46: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: What do you like doing? - I like swimming::Bạn _ _ _ _ h làm _ _ ? – Tôi thích bơi ; Bạn thích làm gì? – Tôi thích bơi
Tiếng Anh Lớp 3(Tập 2) :: A. Swimming B. Cooking C. Collecting stamps D. playing chess::_ . B_ i B. Nấu ă_  C. T_ u th_ p _ em D. C_ ơi cờ ; A. Bơi B. Nấu ăn C. Thu thập tem D. Chơi cờ
Tiếng Anh Lớp 3(Tập 2) :: Page 47: Activity 3: Listen and tick::Trang 47: Hoạt động 3: Ng_ _  _ à tí_ _  ; Trang 47: Hoạt động 3: Nghe và tích
Tiếng Anh Lớp 3(Tập 2) :: 1. What do you like doing Linda? - I like collecting stamps::1. Bạn thích làm gì hả Linda? – Tô_  t_ _ ch thu th_ p t_ m ; 1. Bạn thích làm gì hả Linda? – Tôi thích thu thập tem
Tiếng Anh Lớp 3(Tập 2) :: I like collecting stamps too::Tôi _ ũng thích thu thậ_  te_  ; Tôi cũng thích thu thập tem
Tiếng Anh Lớp 3(Tập 2) :: 2. Hi, i'm Tony, i'm from Australia, I've got a lot of books::2. Ch_ o, tôi l_  Tony, _ ôi _ ến từ Ú_ , tôi có rất nhiều _ ách ; 2. Chào, tôi là Tony, tôi đến từ Úc, tôi có rất nhiều sách
Tiếng Anh Lớp 3(Tập 2) :: I like dancing hiphop, what about you?::T_ i _ _ íc_  _ h_ y hip_ o_ , _ ạn thì sa_ ? ; Tôi thích nhảy hiphop, bạn thì sao?
Tiếng Anh Lớp 3(Tập 2) :: 3. Do you like playing chess, Mai? - No i don't::3. _ ạn _ ó t_ ích c_ ơi cờ không, _ ai? – Không tôi khô_ g th_ c_  ; 3. Bạn có thích chơi cờ không, Mai? – Không tôi không thích
Tiếng Anh Lớp 3(Tập 2) :: What do you like doing? - I like swimming::Bạn thí_ h _ _ m _ _ ? Tôi thích _ ơi ; Bạn thích làm gì? Tôi thích bơi
Tiếng Anh Lớp 3(Tập 2) :: Page 47: Activity 5: Let's sing: I like doing things::T_ an_  47: H_ ạt động 5: Cùng hát nào: Tôi t_ íc_  là_  ; Trang 47: Hoạt động 5: Cùng hát nào: Tôi thích làm
Tiếng Anh Lớp 3(Tập 2) :: I like reading comic books so much, reading comic books is lots of fun::Tô_  _ _ ích _ ọc t_ u_ _ n t_ an_  lắm, _ ọc t_ u_ ệ_  _ ran_  thậ_  là vui ; Tôi thích đọc truyện tranh lắm, đọc truyện tranh thật là vui
Tiếng Anh Lớp 3(Tập 2) :: I like making models too, making models is very cool::Tôi _ hích tạ_  mô hình nữa, tạo mô hình thật _ à h_ y ho ; Tôi thích tạo mô hình nữa, tạo mô hình thật là hay ho
Tiếng Anh Lớp 3(Tập 2) :: I like collecting stamps so much, collecting stamps is lots of fun::T_ i rất th_ ch t_ _  t_ ậ_  _ em, thu thập tem thật là _ ui ; Tôi rất thích thu thập tem, thu thập tem thật là vui
Tiếng Anh Lớp 3(Tập 2) :: I like playing football too, playing football is very cool::Tôi thích c_ ơi _ ó_ g đá nữa, chơi bón_  đá thật là hay ho ; Tôi thích chơi bóng đá nữa, chơi bóng đá thật là hay ho
Tiếng Anh Lớp 3(Tập 2) :: Page 48: lesson 2: Activity 1: look, listen and repeat::Tr_ _ g 48: Bài 2: _ o_ t động 1: _ ghe và _ hắc lại ; Trang 48: Bài 2: Hoạt động 1: Nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A. What's your hobby, linda? - I like playing the piano::A. _ ở thích của bạn là gì, Linda? – T_ i th_ ch chơi pi_ _ o ; A. Sở thích của bạn là gì, Linda? – Tôi thích chơi piano
Tiếng Anh Lớp 3(Tập 2) :: B. Playing the guitar is my hobby::B. Chơi guitar là sở th_ ch của _ _ i ; B. Chơi guitar là sở thích của tôi
Tiếng Anh Lớp 3(Tập 2) :: C. I like singing - Well, we all like music. Let's go to the music club::C. Tô_  t_ ích _ _ t – Ch_ , t_ t c_  chú_ _  ta đều thích âm n_ ạc, cù_ g đến câu lạc _ ộ â_  nhạc _ ào ; C. Tôi thích hát – Chà, tất cả chúng ta đều thích âm nhạc, cùng đến câu lạc bộ âm nhạc nào
Tiếng Anh Lớp 3(Tập 2) :: Page 48: Activity 2: Point and say::T_ a_ g 48: H_ ạt độ_ g 2: Chỉ và _ ó_  ; Trang 48: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: What's your hobby? - I like riding the bike::_ _  th_ _ _  c_ a bạn là gì? – _ ôi th_ ch đạp x_  ; Sở thích của bạn là gì? – Tôi thích đạp xe
Tiếng Anh Lớp 3(Tập 2) :: Page 49: Activity 4: Listen and number::T_ _ ng 49: H_ _ t động 4: Ng_ e và _ _ nh số ; Trang 49: Hoạt động 4: Nghe và đánh số
Tiếng Anh Lớp 3(Tập 2) :: 1. I have a new ball, let's play football - No, i don't like football::1. T_ i có _ _ t tr_ i bóng _ ới, cùng _ hơi _ _ ng nào – _ hôn_ , tôi kh_ _ _  thích c_ _ i b_ ng ; 1. Tôi có một trái bóng mới, cùng chơi bóng nào – Không, tôi không thích chơi bóng
Tiếng Anh Lớp 3(Tập 2) :: What do you like doing? - I like playing badminton - Okay, let's play::_ ạn t_ _ ch làm gì? – Tôi _ híc_  ch_ _  _ _ u _ ông – Đ_ ợc rồi, cùn_  _ h_ i nà_  ; Bạn thích làm gì? – Tôi thích chơi cầu lông – Được rồi, cùng chơi nào
Tiếng Anh Lớp 3(Tập 2) :: 2. Oh, your kite's nice - Flying a kite is my hobby, what's your hobby?::2. Ồ, diều _ ủa b_ n đẹp q_ á – Thả d_ ều là sở _ hí_ _  _ ủa t_ i đấy, sở thích của b_ n là g_ ? ; 2. Ồ, diều của bạn đẹp quá – Thả diều là sở thích của tôi đấy, sở thích của bạn là gì?
Tiếng Anh Lớp 3(Tập 2) :: Flying a kite too- Okay, let's make a kite - That's a good idea::_ ôi _ ũng _ _ í_ h thả diều – Đ_ ợc r_ i, c_ ng là_  m_ t c_ iếc d_ ều nhé – Ý hay đ_ y ; Tôi cũng thích thả diều – Được rồi, cùng làm một chiếc diều nhé – Ý hay đấy
Tiếng Anh Lớp 3(Tập 2) :: 3. I don't like riding a bike, what's your hobby? - taking photographs - Oh, that's interesting::3. _ ôi k_ _ ng th_ _ h _ ạp xe, bạn thích l_ m _ ì? – _ _ ụp ảnh - Ồ, _ ay đấy ; 3. Tôi không thích đạp xe, bạn thích làm gì? – chụp ảnh - Ồ, hay đấy
Tiếng Anh Lớp 3(Tập 2) :: 4. DO, RE, MI, FA, SOL, LA, SI, do- Uh, you sing very well::4. Đ_  rê mi pha son _ a si đô – _ h, b_ _  hát hay _ uá ; 4. Đồ rê mi pha son la si đô – Uh, bạn hát hay quá
Tiếng Anh Lớp 3(Tập 2) :: - yes I like singing - I like singing too::-_ , t_ i thích hát _ à – T_ i _ ũn_  th_ _ h h_ t ; -Ừ, tôi thích hát mà – Tôi cũng thích hát
Tiếng Anh Lớp 3(Tập 2) :: Page 50: Lesson 3: Activity 1: Listen and repeat::T_ a_ _  50: _ à_  3: Hoạt động 1: N_ h_  và _ _ _ c _ ại ; Trang 50: bài 3: Hoạt động 1: Nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: FL- flying I like flying a kite::Fl – Fl_ ing Tôi th_ _ h thả d_ _ u ; Fl – Flying Tôi thích thả diều
Tiếng Anh Lớp 3(Tập 2) :: pl- playing He likes playing the piano::P_ - p_ a_ _ ng Tôi _ _ í_ h _ h_ i pi_ no ; Pl- playing Tôi thích chơi piano
Tiếng Anh Lớp 3(Tập 2) :: Page 50: Activity 2: Listen and circle then say aloud::Tr_ ng 50: Hoạt động 2: N_ _ e và khoanh tròn _ ồ_  đọ_  to ; Trang 50: Hoạt động 2: Nghe và khoanh tròn rồi đọc to
Tiếng Anh Lớp 3(Tập 2) :: 1. I like flying a kite::1. Tôi t_ ích th_  diều ; 1. Tôi thích thả diều
Tiếng Anh Lớp 3(Tập 2) :: 2. He likes playing the guitar::2. _ ậu ấy thích chơi guitar ; 2. Cậu ấy thích chơi guitar
Tiếng Anh Lớp 3(Tập 2) :: 3. She likes playing with the YoYo::3. _ _ u ấy th_ ch chơi Yoyo ; 3. Cậu ấy thích chơi Yoyo
Tiếng Anh Lớp 3(Tập 2) :: 4. We like flying in a plane::4. Ch_ ng tôi thích đ_  máy bay ; 4. Chúng tôi thích đi máy bay
Tiếng Anh Lớp 3(Tập 2) :: Page 50: Activity 3: Let's chant: Flying a little kite::T_ ang 50: Hoạt động 3: Cùng đọc to: Thả diều ; Trang 50: Hoạt động 3: Cùng đọc to: Thả diều
Tiếng Anh Lớp 3(Tập 2) :: 1, 2,3,4, Flying flying flying a little kite::1,2,3,4 _ h_ , thả, th_  c_ iếc diều nhỏ ; 1,2,3,4 Thả, thả, thả chiếc diều nhỏ
Tiếng Anh Lớp 3(Tập 2) :: Playing playing playing a big drum::C_ ơi, _ hơi, _ hơi _ hiếc trống _ ớ_  ; Chơi, chơi, chơi chiếc trống lớn
Tiếng Anh Lớp 3(Tập 2) :: Sailing sailing sailing an old boat::_ ón_ , d_ ng, dón_  c_ _  thuyền cũ ; Dóng, dóng, dóng con thuyền cũ
Tiếng Anh Lớp 3(Tập 2) :: planting planting planting a new tree::T_ _ n_ , trồng, trồng _ ây nhỏ ; Trồng, trồng, trồng cây nhỏ
Tiếng Anh Lớp 3(Tập 2) :: What fun it will be::_ h_ t v_ i _ _ m _ ao ; Thật vui làm sao
Tiếng Anh Lớp 3(Tập 2) :: Page 52: Unit 8: What subject do you have today?::Trang 52: Bà_  8: Hôm nay bạ_  có môn _ ì? ; Trang 52: Bài 8: Hôm nay bạn có môn gì?
Tiếng Anh Lớp 3(Tập 2) :: Lesson 1: Activity 1: look, listen and repeat::Bài 1: Hoạt _ ộng 1: Nhìn, ng_ e _ à nh_ c lại ; Bài 1: Hoạt động 1: Nhìn, nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A.What day is it today Tom? - It's Monday::A. Hô_  nay _ _  t_ ứ mấ_ , Tom? – Là thứ 2 ; A. Hôm nay là thứ mấy, Tom? – Là thứ 2
Tiếng Anh Lớp 3(Tập 2) :: B. Do you have math today? - Yes I do::B. Hôm na_  bạn có m_ _  toán khôn_ ? – Có ch_  ; B. Hôm nay bạn có môn toán không? – Có chứ
Tiếng Anh Lớp 3(Tập 2) :: C. What subject do you have today? - I have VietNamese, English, Math::C. Hôm na_  bạn _ ó môn gì? – _ ôi có môn Tiế_ g _ iệ_ , T_ _ n_  Anh v_  _ o_ _  ; C. Hôm nay bạn có môn gì? – Tôi có môn Tiếng Việt, Tiếng Anh và Toán
Tiếng Anh Lớp 3(Tập 2) :: D. Oh, we're late for school - Let's run::D. Ồ, ch_ ng ta _ uộn học r_ i, Chạy t_ ôi ; D. Ồ, chúng ta muộn học rồi, Chạy thôi
Tiếng Anh Lớp 3(Tập 2) :: Page 52:Activity 2: Point and say::Tran_  52: Ho_ t _ _ ng 2: Chỉ v_  nói ; Trang 52: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: What subject do you have today? - I have Math::Hôm nay b_ _  có môn gì? – Tôi _ ó môn _ oá_  ; Hôm nay bạn có môn gì? – Tôi có môn Toán
Tiếng Anh Lớp 3(Tập 2) :: A. Math B. Science C. IT::_ . _ oán B. Khoa học C. Tin học ; A. Toán B. Khoa học C. Tin học
Tiếng Anh Lớp 3(Tập 2) :: D. Vietnamese E. Art F. Music::D. Tiếng _ i_ t E. Mỹ _ huật F. Âm nhạ_  ; D. Tiếng việt E. Mỹ thuật F. Âm nhạc
Tiếng Anh Lớp 3(Tập 2) :: Page 53: Activity 3: Listen and tick::_ ra_ g 53: Hoạ_  động 3: Nghe v_  _ ích ; Trang 53: Hoạt động 3: Nghe và tích
Tiếng Anh Lớp 3(Tập 2) :: 1. What day is it today Nam? - It's Tuesday::1. Hôm n_ y _ à n_ ày g_ , Nam? – Là thứ 3 ; 1. Hôm nay là ngày gì, Nam? – Là thứ 3
Tiếng Anh Lớp 3(Tập 2) :: What subject do you have today? - I have VietNamese, Art, and Math::Hô_  _ ay _ ạn có môn gì? – Tôi c_  T_ _ ng v_ _ _ , M_  thuậ_  và Toá_  ; Hôm nay bạn có môn gì? – Tôi có Tiếng việt, Mỹ thuật và Toán
Tiếng Anh Lớp 3(Tập 2) :: 2. Do you have math today Phong? - Yes i do::2. Hôm n_ y _ ó m_ n t_ _ n không P_ on_ ? – Có _ hứ ; 2. Hôm nay có môn toán không Phong? – Có chứ
Tiếng Anh Lớp 3(Tập 2) :: What about science? I don't have science, but i have english and music::Còn kh_ a học th_  sao? Hôm nay tôi k_ ông có mô_  đ_ , nhưn_  _ iếng anh _ à âm nhạc t_ ì c_  ; Còn khoa học thì sao? Hôm nay tôi không có môn đó, nhưng tiếng anh và âm nhạc thì có
Tiếng Anh Lớp 3(Tập 2) :: 3. What day is it today? - It's Thursday::3. Hôm nay là ngày gì? – Là thứ 5 ; 3. Hôm nay là ngày gì? – Là thứ 5
Tiếng Anh Lớp 3(Tập 2) :: What subject do you have today Mai? - I have English, Vietnamese and IT::Bạn có m_ n gì _ ôm _ _ y _ ả M_ _ ? – Tôi có _ ôn T_ _ ng _ nh, Ti_ ng _ iệt và _ in h_ c ; Bạn có môn gì hôm nay hả Mai? – Tôi có môn Tiếng anh, Tiếng việt và tin học
Tiếng Anh Lớp 3(Tập 2) :: Page 53: Activity 5: Let's sing: What day is it today?::Trang 53: H_ ạt độ_ g 5: Cù_ g h_ t: _ _ _  nay _ à n_ _ _  g_ ? ; Trang 53: Hoạt động 5: Cùng hát: Hôm nay là ngày gì?
Tiếng Anh Lớp 3(Tập 2) :: It's Monday, It's Monday, What subject do you have::L_  thứ 2, là thứ 2, h_ m nay c_  môn gì nào ; Là thứ 2, là thứ 2, hôm nay có môn gì nào
Tiếng Anh Lớp 3(Tập 2) :: I have Math and English, but we're late, we're late, we're late for school::Tôi _ ó Toá_ , _ iế_ g an_ , nhưng chúng _ a _ u_ n học _ ồi, _ uộn rồ_ , muộn _ i _ ọc rồi ; Tôi có Toán, tiếng anh, nhưng chúng ta muộn học rồi, muộn rồi, muộn đi học rồi
Tiếng Anh Lớp 3(Tập 2) :: Oh, let's run we're late, we're late, we're late for school let's run::_ , phải ch_ _  t_ ôi, ta mu_ n rồi, m_ ộn rồ_ , muộn đế_  tr_ ờ_ g _ ồ_ , chạy _ _ ôi ; Ồ, phải chạy thôi, ta muộn rồi, muộn rồi, muộn đến trường rồi, chạy thôi
Tiếng Anh Lớp 3(Tập 2) :: Page 54: Lesson 2: Activity 1: Look, listen and repeat::T_ an_  54: _ ài 2: Hoạt động 1: N_ ìn, _ _ he và n_ _ c lạ_  ; Trang 54: Bài 2: Hoạt động 1: Nhìn, nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A. What are you doing Nam? - I'm studying for my English lesson::A. Bạ_  đang l_ m gì vậy _ a_ ? – Tôi đ_ _ _  học cho tiết h_ c Tiếng Anh ; A. Bạn đang làm gì vậy Nam? – Tôi đang học cho tiết học Tiếng Anh
Tiếng Anh Lớp 3(Tập 2) :: B. When do you have English? - I have it on Mondays, Tuesdays, Thursdays and Fridays::B. Khi nào _ _ ì bạn c_  môn Tiến_  anh? – _ ôi có n_  vào t_ _  2, thứ 3, _ hứ 5 _ _  thứ 6 ; B. Khi nào thì bạn có môn Tiếng anh? – Tôi có nó vào thứ 2, thứ 3, thứ 5 và thứ 6
Tiếng Anh Lớp 3(Tập 2) :: C. What about you? - I have it on Mondays, Tuesdays, Wednesdays and Fridays::C. Còn bạn thì sao? – Tô_  có n_  vào _ hứ 2, thứ 3, thứ 4 _ à thứ 6 ; C. Còn bạn thì sao? – Tôi có nó vào thứ 2, thứ 3, thứ 4 và thứ 6
Tiếng Anh Lớp 3(Tập 2) :: D. Who's your English teacher? - It's Miss Hien::D. Ai là giáo v_ _ n của b_ n? – Là _ _  Hiền ; D. Ai là giáo viên của bạn? – Là cô Hiền
Tiếng Anh Lớp 3(Tập 2) :: Page 54: Activity 2: Point and say::Trang 54: Hoạt đ_ ng 2: Ch_  và nó_  ; Trang 54: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: When do you have science? - I have it on Mondays and Thursday::K_ i nào thì bạ_  c_  môn _ hoa học? – Tôi _ ó nó và_  t_ ứ 2 và th_  5 ; Khi nào thì bạn có môn Khoa học? – Tôi có nó vào thứ 2 và thứ 5
Tiếng Anh Lớp 3(Tập 2) :: Page 55: Activity 4: Listen and number::Trang 55: _ _ _ t độ_ g 4: Nghe v_  đá_ h số ; Trang 55: Hoạt động 4: Nghe và đánh số
Tiếng Anh Lớp 3(Tập 2) :: 1. what day is it today? - It's Monday -::1. Hôm nay là ng_ y _ _ ? – Là _ hứ 2 ; 1. Hôm nay là ngày gì? – Là thứ 2
Tiếng Anh Lớp 3(Tập 2) :: We have PE today - Yes we have it on Monday and Wednesday::H_ m nay chú_ g ta có môn Th_  dục – Đ_ n_  chúng ta có _ ó vào thứ 2 _ à thứ 4 ; Hôm nay chúng ta có môn Thể dục – Đúng chúng ta có nó vào thứ 2 và thứ 4
Tiếng Anh Lớp 3(Tập 2) :: 2. When do you have PE? - I have it on Wednesdays and Thursdays::2. Khi nào thì chúng _ a _ ó môn th_  _ ục – Tôi có nó _ ào _ hú 4 và thứ 5 ; 2. Khi nào thì chúng ta có môn thể dục – Tôi có nó vào thú 4 và thứ 5
Tiếng Anh Lớp 3(Tập 2) :: Today is thursday, so we have PE today right? - That's right::_ ôm nay là t_ ứ 5, n_ n chúng ta _ _  học thể dục _ ôm n_ _ , nhỉ? – Đú_ _  rồi ; Hôm nay là thứ 5, nên chúng ta sẽ học thể dục hôm nay, nhỉ? – Đúng rồi
Tiếng Anh Lớp 3(Tập 2) :: 3. When do you have PE? - I have it on Tuesday and Thursdays::3. K_ i nào thì ta _ _  _ ô_  T_ ể dục? – _ ôi _ ó nó và_  t_ ứ 3 _ à th_  5 ; 3. Khi nào thì ta có môn Thể dục? – Tôi có nó vào thứ 3 và thứ 5
Tiếng Anh Lớp 3(Tập 2) :: Today is Thursday, so we have PE today - That's right::Hôm nay là thứ 5, nên chún_  ta sẽ _ ọc thể dục – Đú_ g r_ i ; Hôm nay là thứ 5, nên chúng ta sẽ học thể dục – Đúng rồi
Tiếng Anh Lớp 3(Tập 2) :: 4. When do you have PE? - I have it on Tuesdays and Fridays::4. Khi nào thì _ a có m_ n _ hể dục? – Ta _ ó _ ó vào thứu 3 và thứ 6 ; 4. Khi nào thì ta có môn thể dục? – Ta có nó vào thứu 3 và thứ 6
Tiếng Anh Lớp 3(Tập 2) :: What about you? - Me too::C_ _  _ ạn thì sao? - tô_  _ ũng vậy ; Còn bạn thì sao? - tôi cũng vậy
Tiếng Anh Lớp 3(Tập 2) :: Page 56: Lesson 3: Activity 1: Listen and repeat::T_ _ n_  56: B_ _  3: H_ ạt _ ộng 1: Ngh_  v_  n_ _ c lại ; Trang 56: Bài 3: Hoạt động 1: Nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: ct- subject English is my favorite subject::C_  – subjec_  Tiế_ g _ _ h là môn yêu t_ íc_  _ ủa _ ôi ; Ct – subject Tiếng anh là môn yêu thích của tôi
Tiếng Anh Lớp 3(Tập 2) :: cts - subjects what subjects do you have today?::Cts – Subjec_ s Hôm nay bạn c_  _ hững môn nào? ; Cts – Subjects Hôm nay bạn có những môn nào?
Tiếng Anh Lớp 3(Tập 2) :: Page 56: Activity 2: Listen and tick then write and say aloud::_ _ ang 56: Hoạt độn_  2: Nghe và tích rồi vi_ t lạ_  và đ_ c _ _  ; Trang 56: Hoạt động 2: Nghe và tích rồi viết lại và đọc to
Tiếng Anh Lớp 3(Tập 2) :: 1. what subjects do you have today?::1. Hôm _ ay bạn có m_ n _ ọc nào? ; 1. Hôm nay bạn có môn học nào?
Tiếng Anh Lớp 3(Tập 2) :: 2. what subject do you like?::2. B_ n th_ ch _ ô_  _ _ c _ ào? ; 2. Bạn thích môn học nào?
Tiếng Anh Lớp 3(Tập 2) :: 3. What subject does she have on Friday?::3. C_ _  ấy _ ó môn học n_ _  vào thứ 6? ; 3. Cậu ấy có môn học nào vào thứ 6?
Tiếng Anh Lớp 3(Tập 2) :: 4. What subject does she like?::4. Cậu _ _  _ _ ích môn học nào? ; 4. Cậu ấy thích môn học nào?
Tiếng Anh Lớp 3(Tập 2) :: Page 56: Activity 3: Let's chant: What subjects do you have today?::_ rang 56: Ho_ t độn_  3: Cù_ _  đ_ _  to: Hô_  n_ _  bạ_  _ ó _ ôn _ _ c nào? ; Trang 56: Hoạt động 3: Cùng đọc to: Hôm nay bạn có môn học nào?
Tiếng Anh Lớp 3(Tập 2) :: 1,2,3,4, What subjects do you have today? I have Math, Music and Art::1,2,3,4, _ ô_  n_ y bạ_  có m_ n học _ à_ ? Tôi có Toán, Âm nhạc v_  Mỹ Thuật ; 1,2,3,4, Hôm nay bạn có môn học nào? Tôi có Toán, Âm nhạc và Mỹ Thuật
Tiếng Anh Lớp 3(Tập 2) :: How often do you have Math? - I have it everyday of the week::B_ n có _ _ y _ ư_ c h_ _  toá_  _ h_ _ g? – _ _ i có nó vào mọi _ gày trong tu_ n ; Bạn có hay được học toán không? – Tôi có nó vào mọi ngày trong tuần
Tiếng Anh Lớp 3(Tập 2) :: What is your favorite subject? - English is my favorite subject::_ _ n học yêu thích của b_ n là gì? – Môn _ ọc yêu thíc_  nhất c_ a _ ô_  là _ i_ _ g an_  ; Môn học yêu thích của bạn là gì? – Môn học yêu thích nhất của tôi là Tiếng anh
Tiếng Anh Lớp 3(Tập 2) :: Page 58: Unit 9: What are they doing?::_ Ra_ g 58: Bài 9: Họ đa_ g _ àm gì vậy? ; TRang 58: Bài 9: Họ đang làm gì vậy?
Tiếng Anh Lớp 3(Tập 2) :: Lesson 1: Activity 1: Look, listen and repeat::_ ài 1: H_ ạt đ_ ng 1: N_ _ n, nghe và nhắc l_ _  ; Bài 1: Hoạt động 1: Nhìn, nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A. Hi Mai, Where's Tom? - He's in the classroom::A. Chào Mai, Tom đâ_  r_ i? – Cậu ấ_  ở trong lớp ; A. Chào Mai, Tom đâu rồi? – Cậu ấy ở trong lớp
Tiếng Anh Lớp 3(Tập 2) :: B. what's he doing? - He's reading::B. _ _ u ấ_  đang là_  gì v_ y? – Cậu ấy đang đ_ c sách ; B. Cậu ấy đang làm gì vậy? – Cậu ấy đang đọc sách
Tiếng Anh Lớp 3(Tập 2) :: C. What are you reading? - I'm reading a book::C. Cậu đa_ g đọc gì thế? – _ ôi đang đ_ c s_ _ h ; C. Cậu đang đọc gì thế? – Tôi đang đọc sách
Tiếng Anh Lớp 3(Tập 2) :: D. Let's play football, Tom? - Great idea::_ . C_ _ g ch_ i b_ n_  nhé _ om? – _  hay đ_ y ; D. Cùng chơi bóng nhé Tom? – Ý hay đấy
Tiếng Anh Lớp 3(Tập 2) :: Page 58: Activity 2: point and say::_ r_ n_  58: _ _ _ t độ_ g 2: _ _ ỉ và n_ _  ; Trang 58: Hoạt động 2: Chỉ và nói
Tiếng Anh Lớp 3(Tập 2) :: What's he doing? -He's listening to music::_ _ u _ y đ_ ng là_  g_  vậy? – Cậu _ y _ _ _ g ngh_  nhạ_  ; Cậu ấy đang làm gì vậy? – Cậu ấy đang nghe nhạc
Tiếng Anh Lớp 3(Tập 2) :: What's she doing? - She's watching the video::C_ u ấy đa_ _  _ àm gì vậy? – Cậu ấy đa_ _  xem video ; Cậu ấy đang làm gì vậy? – Cậu ấy đang xem video
Tiếng Anh Lớp 3(Tập 2) :: A. Watching a video::A. _ em video ; A. Xem video
Tiếng Anh Lớp 3(Tập 2) :: B. Listening to music::_ . N_ he n_ ạc ; B. Nghe nhạc
Tiếng Anh Lớp 3(Tập 2) :: C. Writing a dictation::_ . _ iết t_  điể_  ; C. Viết từ điển
Tiếng Anh Lớp 3(Tập 2) :: D. Reading a text::D. Đọc tin nhắn ; D. Đọc tin nhắn
Tiếng Anh Lớp 3(Tập 2) :: Page 59: Activity 3: Listen and tick::Tran_  59: H_ ạt động 3: Ng_ e và tích ; Trang 59: Hoạt động 3: Nghe và tích
Tiếng Anh Lớp 3(Tập 2) :: 1. Where's Linda? - She's in the library::1. Li_ da đâu rồ_ ? – Cậ_  ấy ở trê_  _ hư _ _ _ n ; 1. Linda đâu rồi? – Cậu ấy ở trên thư viện
Tiếng Anh Lớp 3(Tập 2) :: What's she doing? - She's reading a book::Cậu ấ_  _ à_  gì vậy? – C_ u ấy đọc s_ ch ; Cậu ấy làm gì vậy? – Cậu ấy đọc sách
Tiếng Anh Lớp 3(Tập 2) :: 2. Where's Nam? - He's in the classroom::2. Nam đ_ u r_ i? – C_ u ấy _  tro_ _  l_ _  ; 2. Nam đâu rồi? – Cậu ấy ở trong lớp
Tiếng Anh Lớp 3(Tập 2) :: What's he doing? - He's writing a dictation::Cậu ấy _ àm gì vậ_ ? – C_ _  _ y đan_  v_ ết từ điểm ; Cậu ấy làm gì vậy? – Cậu ấy đang viết từ điểm
Tiếng Anh Lớp 3(Tập 2) :: 3. Where's Peter? - He's in the computer room::3. _ _ ter đâu _ ồi? – Cậu ấy _  tron_  _ hòng máy ; 3. Peter đâu rồi? – Cậu ấy ở trong phòng máy
Tiếng Anh Lớp 3(Tập 2) :: What's he doing? - He's listening to music::Cậ_  ấy là_  gì v_ y? – Cậu ấy đang nghe _ h_ c ; Cậu ấy làm gì vậy? – Cậu ấy đang nghe nhạc
Tiếng Anh Lớp 3(Tập 2) :: Page 60: Lesson 2: ACtivity 1: Look, listen and repeat::Tra_ g 60: Bài 2: _ oạt động 1: _ h_ n, _ g_ e _ à _ hắc lại ; Trang 60: Bài 2: Hoạt động 1: Nhìn, nghe và nhắc lại
Tiếng Anh Lớp 3(Tập 2) :: A. What are the people doing in the classroom? - Well, at the red table, they're drawing pictures::_ . Mọ_  _ gườ_  tron_  l_ p đang làm gì v_ _ ? – Chà, ở b_ n m_ u _ ỏ, họ đan_  vẽ tr_ nh ; A. Mọi người trong lớp đang làm gì vậy? – Chà, ở bàn màu đỏ, họ đang vẽ tranh
